Employee_Number,Age,CF_age_band,Department,Education,Education_Field,Employee_Count,Gender,Job_Role,Marital_Status,Attrition,CF_attrition_label,Monthly_Income,Performance_Rating,Years_Since_Last_Promotion,Years_With_Curr_Manager,Environment_Satisfaction,Job_Involvement,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Monthly_Rate,Total_Working_Years,Years_At_Company,Years_In_Current_Role
1286,28,25 - 34,R&D,Master's Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,2154,3,0,2,4,3,3,3,2,6842,5,4,2
1288,44,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Manager,Divorced,0,Current Employees,19190,3,14,13,3,4,1,4,2,17477,26,25,9
1289,34,25 - 34,HR,Bachelor's Degree,Life Sciences,1,Male,Human Resources,Married,0,Current Employees,4490,3,1,8,3,2,2,4,4,21833,14,10,9
1291,35,35 - 44,R&D,High School,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,3506,3,2,2,3,3,3,4,3,6020,4,3,2
1292,42,35 - 44,R&D,Master's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,2372,3,0,0,2,4,2,4,3,5628,18,1,0
1293,43,35 - 44,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Single,0,Current Employees,10231,3,15,17,4,2,4,4,4,20364,23,21,7
1294,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Manufacturing Director,Single,0,Current Employees,5410,3,5,12,3,3,2,4,3,2323,18,16,14
1295,44,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Healthcare Representative,Married,1,Ex-Employees,7978,3,0,5,1,3,4,4,3,14075,10,10,7
1296,28,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3867,3,2,2,4,2,4,2,3,14222,2,2,2
1297,51,45 - 54,R&D,Associates Degree,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,2838,3,7,7,2,2,3,2,2,4257,8,7,0
1298,30,25 - 34,R&D,Associates Degree,Medical,1,Female,Manufacturing Director,Single,0,Current Employees,4695,3,1,7,3,3,3,3,3,12858,10,8,4
1299,29,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Female,Laboratory Technician,Divorced,1,Ex-Employees,3339,3,7,7,2,3,3,1,3,17285,10,7,7
1301,28,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Single,0,Current Employees,2080,3,1,2,4,3,1,2,2,4732,5,3,2
1303,25,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,2096,3,2,1,4,3,2,4,2,18830,2,2,2
1304,32,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,6209,3,0,8,3,4,4,3,4,11693,10,10,7
1306,45,45 - 54,R&D,Bachelor's Degree,Medical,1,Female,Manager,Single,0,Current Employees,18061,4,0,0,2,3,2,3,3,13035,22,0,0
1307,39,35 - 44,R&D,Master's Degree,Medical,1,Female,Manager,Divorced,0,Current Employees,17123,3,15,2,3,2,2,4,3,17334,21,19,9
1308,58,Over 55,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,2372,3,2,2,1,3,3,4,3,26076,2,2,2
1309,32,25 - 34,R&D,Associates Degree,Life Sciences,1,Male,Laboratory Technician,Married,1,Ex-Employees,4883,3,1,1,4,3,3,1,3,22845,10,10,4
1310,39,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Single,1,Ex-Employees,3904,3,0,3,3,3,1,1,3,22154,6,5,2
1311,30,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Female,Laboratory Technician,Married,0,Current Employees,4627,3,6,7,1,2,4,1,3,23631,10,9,2
1312,36,35 - 44,R&D,Master's Degree,Technical Degree,1,Female,Healthcare Representative,Married,0,Current Employees,7094,3,1,7,4,3,3,1,3,5747,10,7,7
1314,46,45 - 54,HR,Associates Degree,Life Sciences,1,Female,Human Resources,Single,0,Current Employees,3423,3,5,7,4,3,1,3,4,22957,10,7,6
1315,28,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,6674,3,7,5,3,1,4,1,3,16392,10,9,8
1317,50,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Director,Married,0,Current Employees,16880,3,1,2,4,3,1,2,3,22422,25,3,2
1318,40,35 - 44,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,1,Ex-Employees,9094,3,1,0,4,2,2,3,3,17235,9,5,4
1319,52,45 - 54,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Single,1,Ex-Employees,8446,3,7,7,2,3,2,3,2,21534,10,8,7
1321,30,25 - 34,R&D,Master's Degree,Medical,1,Female,Manager,Married,0,Current Employees,11916,4,0,8,2,3,1,4,3,25927,9,9,1
1322,39,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Manufacturing Director,Single,0,Current Employees,4534,3,1,7,1,3,3,1,3,13352,9,8,7
1324,31,25 - 34,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Divorced,0,Current Employees,9852,3,9,6,4,3,3,1,2,8935,10,10,8
1329,41,35 - 44,Sales,Associates Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,6151,3,11,9,3,1,2,1,3,22074,19,19,2
1331,31,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Representative,Single,1,Ex-Employees,2302,3,2,2,4,3,2,1,4,8319,3,3,2
1333,44,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,1,Ex-Employees,2362,3,1,2,1,3,1,3,4,14669,10,3,2
1334,42,35 - 44,R&D,High School,Life Sciences,1,Male,Manager,Married,0,Current Employees,17861,3,2,10,3,3,3,4,2,26582,21,20,8
1336,55,Over 55,R&D,Associates Degree,Medical,1,Female,Manager,Married,0,Current Employees,19187,3,9,11,4,1,3,4,3,6992,23,19,9
1338,56,Over 55,HR,Master's Degree,Life Sciences,1,Male,Manager,Single,0,Current Employees,19717,3,7,7,4,3,2,1,3,4022,36,7,3
1340,40,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,3544,3,0,0,3,3,3,2,3,8532,6,4,2
1344,34,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,8500,3,1,6,4,3,4,4,2,5494,10,9,7
1346,40,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,4661,3,8,8,3,3,4,3,3,22455,9,9,8
1349,41,35 - 44,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Divorced,0,Current Employees,4103,3,1,7,3,3,1,4,3,4297,10,9,3
1350,35,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,4249,3,1,1,3,3,3,2,3,2690,9,9,6
1352,51,45 - 54,HR,Bachelor's Degree,Life Sciences,1,Male,Manager,Divorced,0,Current Employees,14026,3,0,10,3,3,2,2,3,17588,33,33,9
1355,38,35 - 44,Sales,Associates Degree,Life Sciences,1,Female,Sales Executive,Divorced,0,Current Employees,6893,3,1,7,2,3,1,4,3,19461,11,7,7
1356,34,25 - 34,Sales,Associates Degree,Medical,1,Female,Sales Executive,Single,0,Current Employees,6125,3,9,6,3,3,1,4,4,23553,10,10,8
1358,25,25 - 34,R&D,High School,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,3669,3,1,2,4,3,4,3,2,9075,7,3,2
1360,58,Over 55,R&D,Master's Degree,Medical,1,Female,Manufacturing Director,Married,1,Ex-Employees,10008,3,5,9,3,2,1,4,2,12023,31,10,9
1361,40,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,2387,4,0,3,2,3,2,3,3,6762,7,4,2
1362,36,35 - 44,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,4639,3,6,13,1,4,1,4,2,2261,17,15,7
1363,48,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Manufacturing Director,Single,0,Current Employees,7898,3,0,8,4,3,4,3,3,18706,11,10,9
1364,27,25 - 34,Sales,Bachelor's Degree,Medical,1,Female,Sales Representative,Married,0,Current Employees,2534,3,0,0,3,4,4,2,3,6527,5,1,0
1367,51,45 - 54,R&D,Associates Degree,Technical Degree,1,Female,Manufacturing Director,Single,0,Current Employees,13142,3,0,3,4,2,2,2,2,24439,29,5,2
1368,18,Under 25,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Single,0,Current Employees,1611,3,0,0,4,3,4,3,4,19305,0,0,0
1369,35,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Married,0,Current Employees,5363,3,0,0,4,2,4,2,3,10846,10,9,7
1371,27,25 - 34,Sales,High School,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,5071,4,0,0,4,1,4,2,3,20392,8,6,2
1372,55,Over 55,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,1,Ex-Employees,13695,3,3,8,1,4,3,3,2,9277,24,19,7
1373,56,Over 55,R&D,Bachelor's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,13402,3,15,9,4,3,2,1,3,18235,33,19,16
1374,34,25 - 34,R&D,High School,Technical Degree,1,Female,Research Scientist,Divorced,0,Current Employees,2029,4,0,0,1,2,3,3,3,15891,5,5,4
1375,40,35 - 44,R&D,High School,Medical,1,Female,Healthcare Representative,Divorced,0,Current Employees,6377,4,11,8,2,4,3,2,3,13888,15,12,11
1377,34,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,5429,3,7,7,2,3,3,1,3,17491,10,8,7
1379,31,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Representative,Single,1,Ex-Employees,2785,3,0,0,3,2,4,3,4,11882,3,1,0
1380,35,35 - 44,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Married,1,Ex-Employees,4614,3,3,2,4,3,3,3,2,23288,5,4,2
1382,38,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,2610,3,0,3,4,4,3,4,3,15748,4,4,2
1383,34,25 - 34,R&D,Master's Degree,Technical Degree,1,Female,Healthcare Representative,Single,0,Current Employees,6687,3,4,11,3,3,4,4,4,6163,14,14,11
1387,28,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,4724,3,0,4,3,2,1,3,3,24232,5,5,3
1389,31,25 - 34,R&D,Master's Degree,Medical,1,Male,Manufacturing Director,Married,1,Ex-Employees,6179,3,6,7,4,3,3,4,2,21057,10,10,2
1390,39,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6120,3,1,4,1,2,4,4,4,3567,8,5,4
1391,51,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,10596,3,3,2,2,3,2,2,3,15395,14,4,2
1392,41,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Divorced,0,Current Employees,5467,3,3,3,4,3,4,1,2,13953,12,6,2
1394,37,35 - 44,R&D,High School,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2996,3,1,3,3,3,3,4,3,5182,8,6,4
1395,33,25 - 34,Sales,High School,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,9998,3,1,2,2,3,4,1,4,19293,8,5,4
1396,32,25 - 34,Sales,High School,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4078,3,1,2,3,3,2,1,2,20497,4,3,2
1397,39,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,10920,4,0,5,3,3,3,2,3,3449,13,6,4
1399,25,25 - 34,Sales,High School,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6232,3,1,2,1,4,3,2,2,12477,6,3,2
1401,52,45 - 54,R&D,Associates Degree,Medical,1,Female,Manufacturing Director,Married,0,Current Employees,13247,3,0,2,4,4,3,2,2,9731,24,5,3
1402,43,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,4081,3,1,8,1,2,3,1,1,20003,20,20,7
1403,27,25 - 34,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,5769,3,4,4,4,2,4,4,3,7100,6,6,2
1405,27,25 - 34,R&D,Master's Degree,Life Sciences,1,Female,Research Scientist,Single,1,Ex-Employees,2394,3,7,7,4,3,3,4,3,25681,8,8,2
1407,26,25 - 34,R&D,High School,Medical,1,Male,Research Scientist,Single,0,Current Employees,3904,3,1,1,1,2,4,4,3,4050,5,4,3
1408,42,35 - 44,HR,Bachelor's Degree,Human Resources,1,Female,Manager,Married,0,Current Employees,16799,3,0,9,3,3,1,3,3,16616,21,20,7
1409,52,45 - 54,R&D,Master's Degree,Other,1,Female,Laboratory Technician,Married,0,Current Employees,2950,3,0,4,3,3,1,3,1,17363,12,5,4
1411,37,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,3629,3,0,2,1,3,3,1,3,19106,8,3,2
1412,35,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Manufacturing Director,Single,0,Current Employees,9362,3,2,2,3,3,4,3,3,19944,10,2,2
1415,25,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Male,Laboratory Technician,Married,0,Current Employees,3229,3,0,2,1,3,4,2,2,4910,7,3,2
1417,26,25 - 34,R&D,Bachelor's Degree,Other,1,Male,Laboratory Technician,Single,0,Current Employees,3578,3,0,7,3,4,1,4,3,23577,8,7,7
1419,29,25 - 34,HR,Bachelor's Degree,Other,1,Male,Human Resources,Single,0,Current Employees,7988,3,0,9,2,2,1,1,2,9769,10,10,9
1420,49,45 - 54,R&D,Associates Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,4284,4,1,3,1,2,1,1,3,22710,20,4,3
1421,29,25 - 34,R&D,High School,Other,1,Female,Healthcare Representative,Single,1,Ex-Employees,7553,3,7,7,3,3,4,1,3,22930,9,8,7
1422,54,45 - 54,R&D,Bachelor's Degree,Medical,1,Female,Research Director,Single,0,Current Employees,17328,3,12,7,4,3,4,4,2,5652,29,20,7
1423,58,Over 55,R&D,Bachelor's Degree,Medical,1,Female,Research Director,Married,0,Current Employees,19701,4,1,5,4,3,1,3,3,22456,32,9,8
1424,55,Over 55,R&D,Master's Degree,Medical,1,Male,Research Director,Divorced,0,Current Employees,14732,3,0,0,2,4,4,4,4,12414,31,7,7
1425,36,35 - 44,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Single,0,Current Employees,9278,3,0,1,1,3,2,4,3,20763,15,5,4
1427,31,25 - 34,Sales,Master's Degree,Life Sciences,1,Female,Sales Representative,Single,1,Ex-Employees,1359,3,0,0,2,1,3,2,3,16154,1,1,0
1428,30,25 - 34,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Divorced,0,Current Employees,4779,3,0,2,4,3,1,2,3,12761,8,3,2
1430,31,25 - 34,R&D,Doctoral Degree,Life Sciences,1,Female,Research Director,Single,0,Current Employees,16422,3,1,0,1,3,2,3,4,8847,9,3,2
1431,34,25 - 34,R&D,Master's Degree,Other,1,Male,Research Scientist,Divorced,0,Current Employees,2996,3,1,3,4,3,1,3,3,20284,10,4,3
1433,31,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Single,1,Ex-Employees,1261,3,0,0,1,2,2,3,4,22262,1,1,0
1434,27,25 - 34,R&D,High School,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,2099,3,1,4,2,3,1,2,4,7679,6,5,0
1435,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,5810,3,1,8,1,2,4,3,2,22604,10,10,4
1436,36,35 - 44,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,5647,3,0,2,3,2,1,1,2,13494,11,3,2
1438,47,45 - 54,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,3420,3,1,2,1,3,4,3,2,10205,17,6,5
1439,25,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Representative,Married,1,Ex-Employees,4400,3,2,2,1,2,1,1,3,15182,6,3,2
1440,37,35 - 44,R&D,Associates Degree,Technical Degree,1,Male,Laboratory Technician,Single,0,Current Employees,3500,3,1,3,3,4,3,1,1,25470,7,6,5
1441,56,Over 55,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,2066,4,1,0,1,3,1,4,4,10494,5,3,2
1443,47,45 - 54,R&D,Master's Degree,Medical,1,Female,Research Director,Married,0,Current Employees,17169,3,5,6,1,3,3,2,4,26703,26,20,17
1445,24,Under 25,Sales,High School,Medical,1,Female,Sales Executive,Married,0,Current Employees,4162,3,0,3,4,3,3,3,3,15211,5,5,4
1446,32,25 - 34,Sales,Doctoral Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,9204,3,0,3,4,3,4,3,2,23343,7,4,3
1447,34,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,3294,3,0,2,4,2,2,1,2,3708,7,5,4
1448,41,35 - 44,R&D,Doctoral Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,2127,3,0,3,2,4,3,1,2,5561,7,4,2
1449,40,35 - 44,R&D,Master's Degree,Other,1,Male,Laboratory Technician,Divorced,0,Current Employees,3975,3,0,7,3,3,3,3,4,23099,11,8,7
1453,31,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,10793,3,9,9,1,3,4,1,3,8386,13,13,7
1457,46,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Divorced,1,Ex-Employees,10096,3,4,3,1,3,4,1,4,15986,28,7,7
1458,39,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Single,1,Ex-Employees,3646,4,0,0,1,2,1,2,4,17181,11,1,0
1459,31,25 - 34,R&D,Doctoral Degree,Life Sciences,1,Female,Manufacturing Director,Single,1,Ex-Employees,7446,3,4,7,3,4,2,1,3,8931,10,10,8
1460,45,45 - 54,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Divorced,0,Current Employees,10851,3,0,7,2,1,1,2,3,19863,24,7,7
1461,31,25 - 34,HR,Associates Degree,Medical,1,Female,Human Resources,Single,0,Current Employees,2109,3,0,2,4,4,2,4,3,24609,8,3,2
1464,31,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,1,Ex-Employees,3722,3,2,2,2,3,4,3,1,21081,7,2,2
1465,45,45 - 54,R&D,Bachelor's Degree,Technical Degree,1,Male,Manufacturing Director,Married,0,Current Employees,9380,3,1,2,2,3,4,4,4,14720,10,3,1
1466,48,45 - 54,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,5486,3,2,2,3,3,1,1,3,24795,15,2,2
1467,34,25 - 34,HR,Master's Degree,Technical Degree,1,Female,Human Resources,Married,1,Ex-Employees,2742,3,2,2,1,3,3,4,3,3072,2,2,2
1468,40,35 - 44,R&D,High School,Medical,1,Male,Research Director,Divorced,0,Current Employees,13757,3,4,8,4,2,2,3,3,25178,16,9,8
1469,28,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,8463,3,1,3,4,3,1,4,3,23490,6,5,4
1471,44,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,3162,3,0,3,3,2,3,4,3,7973,7,5,2
1472,53,45 - 54,R&D,Bachelor's Degree,Medical,1,Male,Research Director,Single,0,Current Employees,16598,3,8,8,4,4,2,2,2,19764,35,9,8
1473,49,45 - 54,R&D,Master's Degree,Technical Degree,1,Male,Healthcare Representative,Married,0,Current Employees,6651,3,1,2,1,3,3,2,2,21534,20,3,2
1474,40,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Divorced,0,Current Employees,2345,3,1,2,3,3,3,3,4,8045,8,3,1
1475,44,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,3420,3,1,3,4,3,2,3,2,21158,6,5,2
1477,33,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,4373,3,0,3,4,3,1,1,3,17456,5,4,3
1478,34,25 - 34,Sales,Bachelor's Degree,Other,1,Male,Sales Executive,Single,0,Current Employees,4759,3,3,12,4,1,1,4,3,15891,15,13,9
1479,30,25 - 34,Sales,High School,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,5301,3,2,2,4,3,3,3,2,2939,4,2,1
1480,42,35 - 44,R&D,Associates Degree,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,3673,3,5,8,1,3,4,3,3,16458,12,12,9
1481,44,35 - 44,Sales,Doctoral Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,4768,3,0,0,1,3,3,3,2,9282,11,1,0
1482,30,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Divorced,0,Current Employees,1274,3,0,0,3,3,3,2,2,7152,1,1,0
1483,57,Over 55,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,4900,4,2,8,2,4,3,1,2,2721,13,12,9
1484,49,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,10466,3,0,7,3,3,2,2,3,20948,29,8,7
1485,34,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Director,Divorced,0,Current Employees,17007,3,6,9,2,3,1,4,2,11929,16,14,8
1486,28,25 - 34,Sales,Bachelor's Degree,Technical Degree,1,Male,Sales Representative,Married,1,Ex-Employees,2909,3,1,2,1,3,3,4,4,15747,5,3,2
1487,29,25 - 34,Sales,Bachelor's Degree,Technical Degree,1,Female,Sales Executive,Single,1,Ex-Employees,5765,3,0,0,1,3,2,1,1,17485,7,5,3
1489,34,25 - 34,Sales,Master's Degree,Medical,1,Female,Sales Executive,Single,1,Ex-Employees,4599,4,10,10,1,2,2,3,4,7815,16,15,9
1492,35,35 - 44,Sales,High School,Life Sciences,1,Male,Sales Representative,Married,0,Current Employees,2404,3,0,0,4,3,3,1,3,16192,1,1,0
1494,24,Under 25,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Single,1,Ex-Employees,3172,3,0,0,2,3,1,3,2,16998,4,0,0
1495,24,Under 25,Sales,Associates Degree,Life Sciences,1,Female,Sales Representative,Married,0,Current Employees,2033,3,0,0,4,3,2,3,3,7103,1,1,0
1496,44,35 - 44,R&D,High School,Medical,1,Male,Manufacturing Director,Single,0,Current Employees,10209,3,2,2,2,3,3,2,2,19719,16,2,2
1497,29,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,8620,3,0,4,3,2,3,3,3,23757,10,10,7
1499,30,25 - 34,HR,Bachelor's Degree,Life Sciences,1,Male,Human Resources,Divorced,0,Current Employees,2064,4,1,3,3,3,3,1,4,15428,6,5,3
1501,55,Over 55,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,4035,3,1,2,4,3,3,2,3,16143,4,3,2
1502,33,25 - 34,R&D,Master's Degree,Medical,1,Female,Laboratory Technician,Married,0,Current Employees,3838,3,0,2,1,2,2,4,3,8192,8,5,4
1503,47,45 - 54,Sales,Bachelor's Degree,Medical,1,Female,Sales Executive,Married,0,Current Employees,4591,3,1,2,3,3,3,3,2,24200,11,5,4
1504,28,25 - 34,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Single,1,Ex-Employees,2561,3,0,0,3,2,1,3,2,5355,8,0,0
1506,28,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,1563,3,0,0,1,2,3,4,1,12530,1,1,0
1507,28,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,4898,3,1,3,3,3,1,4,3,11827,5,4,2
1509,49,45 - 54,R&D,Associates Degree,Medical,1,Female,Laboratory Technician,Married,0,Current Employees,4789,4,1,2,3,2,1,1,3,23070,10,3,2
1513,29,25 - 34,R&D,High School,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,3180,3,0,2,4,3,2,3,3,4668,4,3,2
1514,28,25 - 34,R&D,High School,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,6549,3,1,7,3,1,2,2,2,3173,8,8,6
1515,33,25 - 34,R&D,Doctoral Degree,Life Sciences,1,Male,Healthcare Representative,Single,0,Current Employees,6388,3,0,0,4,3,3,1,3,22049,14,0,0
1516,32,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Manager,Single,0,Current Employees,11244,4,0,0,3,3,4,2,4,21072,10,5,2
1520,54,45 - 54,R&D,Master's Degree,Medical,1,Female,Manager,Divorced,0,Current Employees,16032,4,1,12,2,3,4,1,3,24456,26,14,9
1522,29,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Single,1,Ex-Employees,2362,3,0,7,1,2,1,3,1,7568,11,9,7
